Id,age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,y
34472,36,entrepreneur,married,tertiary,no,99.0,yes,yes,cellular,apr,393,3,5000,0,no
34473,37,blue-collar,married,primary,no,250.0,yes,no,cellular,apr,239,3,347,1,no
34474,33,services,single,secondary,no,187.0,yes,no,cellular,apr,168,3,326,1,no
34475,28,unemployed,married,secondary,no,293.0,yes,no,cellular,apr,230,1,329,3,no
34476,44,blue-collar,married,secondary,no,3373.0,yes,no,cellular,apr,48,2,342,1,no
34477,44,blue-collar,married,primary,no,135.0,yes,no,cellular,apr,255,1,5000,0,no
34478,29,blue-collar,single,secondary,no,482.0,no,no,cellular,apr,168,2,5000,0,no
34479,43,self-employed,married,secondary,no,5564.0,no,no,cellular,apr,45,5,154,2,no
34480,64,retired,married,secondary,no,571.0,yes,no,cellular,apr,1422,2,5000,0,yes
34481,42,technician,married,secondary,no,334.0,yes,no,cellular,apr,18,5,335,9,no
34482,38,management,single,tertiary,no,1637.0,yes,no,cellular,apr,150,2,5000,0,no
34483,46,admin.,married,secondary,no,0.0,yes,yes,cellular,apr,239,2,259,2,no
34484,38,blue-collar,married,secondary,no,1205.0,yes,no,cellular,apr,45,4,153,1,no
34485,51,entrepreneur,married,tertiary,no,83.0,no,no,cellular,apr,267,2,5000,0,yes
34486,34,blue-collar,single,secondary,no,375.0,yes,no,cellular,apr,55,1,5000,0,no
34487,33,blue-collar,married,secondary,no,328.0,yes,no,cellular,apr,72,1,264,9,no
34488,45,admin.,married,secondary,no,13562.0,yes,no,telephone,apr,16,12,5000,0,no
34489,49,technician,married,tertiary,no,2611.0,no,no,cellular,apr,194,2,5000,0,yes
34490,40,blue-collar,married,primary,no,481.0,yes,no,cellular,apr,228,3,347,1,no
34491,30,technician,single,secondary,no,8826.0,yes,no,cellular,apr,90,3,151,3,no
34492,45,management,married,tertiary,no,21024.0,yes,no,cellular,apr,73,4,5000,0,no
34493,51,admin.,married,secondary,no,-895.0,yes,no,cellular,apr,104,5,5000,0,no
34494,32,management,single,tertiary,no,819.0,yes,no,cellular,apr,114,2,5000,0,yes
34495,34,technician,single,secondary,no,1477.0,yes,no,cellular,apr,233,3,5000,0,no
34496,48,services,married,secondary,no,-110.0,yes,no,cellular,apr,97,2,321,2,no
34497,53,blue-collar,married,primary,no,354.0,no,no,cellular,apr,416,2,5000,0,no
34498,33,unemployed,married,primary,no,574.0,yes,no,cellular,apr,334,2,5000,0,no
34499,35,blue-collar,single,primary,no,1277.0,yes,no,cellular,apr,143,4,5000,0,no
34500,31,management,married,tertiary,no,-235.0,yes,no,cellular,apr,546,2,5000,0,no
34501,34,blue-collar,married,secondary,no,745.0,yes,no,cellular,apr,400,5,332,4,no
34502,31,technician,single,secondary,no,4.0,yes,no,cellular,apr,172,3,5000,0,no
34503,39,management,single,tertiary,no,2357.0,yes,no,cellular,apr,64,3,273,1,no
34504,21,student,single,primary,no,3472.0,no,no,cellular,apr,66,3,5000,0,no
34505,45,services,single,secondary,no,1757.0,yes,no,cellular,apr,1010,3,326,1,no
34506,33,technician,married,secondary,no,1968.0,yes,no,cellular,apr,1817,3,5000,0,yes
34507,33,technician,married,secondary,no,4790.0,yes,no,cellular,apr,137,1,272,2,no
34508,53,management,married,secondary,no,90.0,yes,no,telephone,apr,67,5,5000,0,no
34509,26,services,single,secondary,no,136.0,no,no,cellular,apr,120,1,5000,0,yes
34510,33,blue-collar,married,secondary,no,-267.0,yes,no,cellular,apr,1030,3,5000,0,yes
34511,32,technician,single,secondary,no,1995.0,yes,no,cellular,apr,121,1,5000,0,yes
34512,34,management,married,tertiary,no,1782.0,yes,no,cellular,apr,17,6,25,7,no
34513,37,management,single,tertiary,no,72.0,yes,yes,cellular,apr,885,5,150,7,yes
34514,48,technician,married,secondary,no,2111.0,no,no,cellular,apr,92,1,5000,0,no
34515,37,services,married,secondary,no,144.0,yes,no,cellular,apr,724,2,5000,0,no
34516,38,management,married,tertiary,no,7255.0,yes,no,cellular,apr,410,2,5000,0,no
34517,36,management,married,tertiary,no,340.0,yes,no,cellular,apr,68,2,5000,0,no
34518,35,blue-collar,single,tertiary,no,1011.0,yes,no,cellular,apr,36,2,349,1,no
34519,29,management,single,tertiary,no,1170.0,no,no,cellular,apr,453,1,5000,0,yes
34520,32,blue-collar,married,secondary,no,472.0,yes,no,cellular,apr,58,2,342,2,no
34521,40,blue-collar,single,primary,no,1530.0,yes,no,cellular,apr,8,3,315,1,no
34522,58,services,divorced,secondary,no,739.0,yes,no,cellular,apr,304,7,335,5,no
34523,27,services,single,secondary,no,343.0,yes,no,cellular,apr,282,2,320,1,no
34524,37,management,married,tertiary,no,489.0,yes,yes,cellular,apr,12,2,5000,0,no
34525,37,technician,divorced,secondary,no,630.0,yes,no,cellular,apr,28,2,5000,0,no
34526,33,management,married,secondary,no,-14.0,yes,no,cellular,apr,856,3,5000,0,no
34527,48,admin.,single,secondary,no,3531.0,yes,no,cellular,apr,81,2,287,6,no
34528,53,retired,married,secondary,no,352.0,yes,no,telephone,apr,58,5,5000,0,no
34529,56,blue-collar,divorced,secondary,no,9698.0,yes,no,cellular,apr,189,2,5000,0,no
34530,27,blue-collar,married,secondary,no,191.0,yes,no,cellular,apr,401,2,5000,0,no
34531,36,admin.,married,secondary,no,421.0,yes,no,cellular,apr,246,2,334,3,no
34532,33,blue-collar,married,primary,no,1002.0,yes,no,cellular,apr,92,2,325,4,no
34533,52,blue-collar,married,secondary,no,1440.0,yes,no,cellular,apr,270,2,325,1,no
34534,45,services,married,primary,no,2406.0,yes,yes,cellular,apr,108,2,5000,0,no
34535,34,admin.,married,secondary,no,2984.0,yes,no,cellular,apr,11,3,5000,0,no
34536,42,blue-collar,married,primary,no,1978.0,yes,no,cellular,apr,68,4,5000,0,no
34537,41,blue-collar,divorced,primary,no,285.0,yes,no,cellular,apr,1272,2,5000,0,yes
34538,42,blue-collar,married,primary,no,636.0,yes,no,cellular,apr,91,2,5000,0,no
34539,60,retired,married,tertiary,no,2194.0,yes,no,telephone,apr,31,3,263,9,no
34540,39,services,single,secondary,no,0.0,yes,yes,cellular,apr,286,4,5000,0,no
34541,29,blue-collar,divorced,secondary,no,34.0,yes,no,cellular,apr,87,4,5000,0,no
34542,39,blue-collar,married,secondary,no,535.0,yes,no,cellular,apr,89,3,5000,0,no
34543,28,technician,married,tertiary,no,2925.0,yes,no,cellular,apr,81,4,5000,0,no
34544,38,management,married,tertiary,no,76.0,yes,no,cellular,apr,167,2,287,3,no
34545,39,self-employed,single,tertiary,no,2298.0,yes,yes,cellular,apr,13,2,319,18,no
34546,35,blue-collar,single,secondary,no,218.0,yes,no,cellular,apr,93,4,5000,0,no
34547,48,services,married,secondary,no,116.0,yes,no,telephone,apr,70,4,5000,0,no
34548,28,technician,married,tertiary,no,161.0,yes,no,cellular,apr,268,2,5000,0,no
34549,37,services,married,secondary,no,-1006.0,yes,yes,cellular,apr,226,2,5000,0,no
34550,28,admin.,married,secondary,no,49.0,yes,no,cellular,apr,17,3,5000,0,no
34551,49,management,married,tertiary,no,603.0,yes,no,cellular,apr,590,3,5000,0,no
34552,29,blue-collar,married,secondary,no,313.0,yes,no,cellular,apr,172,2,343,3,no
34553,28,blue-collar,married,secondary,no,1687.0,yes,no,cellular,apr,121,2,5000,0,no
34554,46,blue-collar,married,primary,no,588.0,yes,no,cellular,apr,249,3,237,4,no
34555,43,services,divorced,secondary,no,-287.0,yes,no,cellular,apr,580,4,5000,0,no
34556,35,technician,single,secondary,no,353.0,yes,no,cellular,apr,8,3,5000,0,no
34557,33,management,married,secondary,no,4040.0,yes,no,cellular,apr,132,2,5000,0,no
34558,41,blue-collar,married,primary,no,449.0,yes,no,cellular,apr,10,6,5000,0,no
34559,34,blue-collar,married,secondary,no,322.0,yes,no,cellular,apr,10,3,5000,0,no
34560,45,blue-collar,married,primary,no,675.0,yes,no,cellular,apr,890,2,5000,0,no
34561,22,technician,single,secondary,no,890.0,yes,no,cellular,apr,294,2,5000,0,no
34562,30,technician,single,secondary,no,3313.0,yes,no,telephone,apr,534,3,319,3,no
34563,33,services,divorced,secondary,no,2358.0,yes,no,cellular,apr,529,3,5000,0,no
34564,38,technician,divorced,tertiary,no,304.0,yes,no,cellular,apr,8,2,5000,0,no
34565,32,services,single,secondary,no,48.0,yes,no,cellular,apr,8,3,5000,0,no
34566,36,admin.,married,secondary,no,162.0,yes,yes,cellular,apr,340,2,5000,0,no
34567,33,blue-collar,married,secondary,no,526.0,yes,no,cellular,apr,198,3,5000,0,no
34568,48,unemployed,married,secondary,no,3287.0,yes,yes,cellular,apr,242,2,307,1,no
34569,38,services,married,secondary,no,387.0,yes,no,cellular,apr,10,3,5000,0,no
34570,37,technician,single,secondary,no,442.0,yes,no,cellular,apr,51,4,349,1,no
34571,36,housemaid,divorced,secondary,no,-289.0,no,no,cellular,apr,400,2,5000,0,no
34572,40,management,married,tertiary,no,384.0,no,no,cellular,apr,200,3,327,2,no
34573,37,blue-collar,married,secondary,no,56.0,yes,no,cellular,apr,46,2,285,1,no
34574,29,management,single,tertiary,no,11968.0,yes,no,cellular,apr,241,2,5000,0,no
34575,40,management,single,tertiary,no,759.0,yes,no,telephone,apr,32,2,266,5,no
34576,35,self-employed,married,secondary,no,2762.0,yes,no,cellular,apr,682,3,154,1,no
34577,45,services,single,secondary,no,303.0,yes,no,cellular,apr,110,3,5000,0,no
34578,30,management,single,tertiary,no,275.0,yes,no,cellular,apr,52,2,5000,0,no
34579,34,technician,single,tertiary,no,482.0,yes,no,cellular,apr,69,3,5000,0,no
34580,53,blue-collar,married,primary,no,4793.0,yes,no,telephone,apr,26,4,150,5,no
34581,34,blue-collar,married,secondary,no,0.0,yes,no,cellular,apr,562,2,5000,0,no
34582,34,management,divorced,tertiary,no,2279.0,yes,yes,cellular,apr,138,2,150,4,no
34583,55,admin.,married,secondary,no,499.0,yes,yes,cellular,apr,124,4,150,1,no
34584,32,entrepreneur,married,tertiary,no,281.0,yes,no,telephone,apr,18,5,349,2,no
34585,32,blue-collar,married,secondary,no,950.0,yes,yes,cellular,apr,219,4,5000,0,no
34586,36,management,married,tertiary,no,0.0,yes,no,cellular,apr,142,3,150,3,no
34587,35,services,single,secondary,no,414.0,yes,no,cellular,apr,11,5,319,2,no
34588,42,blue-collar,married,primary,no,550.0,yes,no,cellular,apr,76,6,5000,0,no
34589,31,admin.,divorced,secondary,no,-186.0,yes,no,cellular,apr,21,5,5000,0,no
34590,32,management,single,tertiary,no,0.0,yes,no,cellular,apr,415,2,5000,0,no
34591,57,admin.,married,secondary,no,2087.0,yes,no,cellular,apr,140,4,343,1,no
34592,37,blue-collar,married,secondary,no,504.0,yes,no,cellular,apr,87,2,347,2,no
34593,34,blue-collar,married,primary,no,15841.0,yes,no,cellular,apr,423,5,5000,0,no
34594,46,admin.,single,secondary,no,596.0,yes,no,cellular,apr,138,3,5000,0,no
34595,41,management,married,tertiary,no,8902.0,yes,no,cellular,apr,16,3,249,5,no
34596,23,blue-collar,single,secondary,no,206.0,yes,no,cellular,apr,116,3,5000,0,no
34597,27,admin.,married,primary,no,395.0,yes,no,cellular,apr,122,2,5000,0,no
34598,43,blue-collar,married,secondary,no,2374.0,no,no,cellular,apr,316,2,264,2,no
34599,27,blue-collar,single,secondary,no,153.0,yes,no,cellular,apr,198,3,346,1,no
34600,50,services,married,secondary,no,2420.0,yes,no,cellular,apr,102,6,235,13,no
34601,43,blue-collar,divorced,secondary,no,590.0,yes,yes,cellular,apr,306,2,5000,0,no
34602,32,management,married,tertiary,no,1683.0,yes,yes,cellular,apr,72,2,5000,0,no
34603,32,technician,married,secondary,no,429.0,yes,no,cellular,apr,31,3,153,2,no
34604,28,technician,married,secondary,no,7102.0,yes,no,cellular,apr,156,3,325,9,no
34605,35,technician,single,secondary,no,2496.0,yes,no,cellular,apr,9,2,5000,0,no
34606,32,blue-collar,single,secondary,no,623.0,yes,no,cellular,apr,539,4,5000,0,no
34607,38,technician,married,secondary,no,511.0,yes,no,cellular,apr,190,2,342,4,no
34608,54,blue-collar,married,primary,no,489.0,yes,yes,cellular,apr,280,4,287,3,no
34609,31,entrepreneur,single,tertiary,no,667.0,yes,no,cellular,apr,152,5,5000,0,no
34610,45,services,married,primary,no,-79.0,yes,no,cellular,apr,59,4,348,2,no
34611,42,admin.,married,secondary,no,0.0,yes,yes,cellular,apr,58,4,5000,0,no
34612,29,services,single,secondary,no,3331.0,yes,no,cellular,apr,13,4,327,2,no
34613,30,services,single,secondary,no,20.0,yes,no,cellular,apr,404,6,340,1,no
34614,39,student,single,tertiary,no,1107.0,yes,no,telephone,apr,407,4,5000,0,no
34615,55,services,married,secondary,no,617.0,yes,no,cellular,apr,529,3,5000,0,no
34616,48,services,married,secondary,no,515.0,yes,no,telephone,apr,7,5,5000,0,no
34617,42,management,divorced,secondary,no,317.0,yes,no,cellular,apr,136,3,5000,0,no
34618,46,blue-collar,married,primary,no,2904.0,no,no,cellular,apr,277,2,5000,0,no
34619,35,blue-collar,married,secondary,no,1257.0,yes,no,cellular,apr,93,3,329,7,no
34620,51,management,married,secondary,no,563.0,yes,no,cellular,apr,23,6,5000,0,no
34621,32,technician,single,tertiary,no,705.0,yes,no,cellular,apr,20,4,5000,0,no
34622,37,technician,single,secondary,no,1012.0,yes,no,cellular,apr,218,4,5000,0,no
34623,34,management,single,tertiary,no,6707.0,yes,no,cellular,apr,16,3,154,4,no
34624,42,blue-collar,married,secondary,no,-150.0,yes,no,cellular,apr,233,3,5000,0,no
34625,32,services,married,secondary,no,-632.0,yes,yes,cellular,apr,18,5,5000,0,no
34626,56,blue-collar,married,primary,no,6677.0,yes,no,telephone,apr,197,4,5000,0,no
34627,51,blue-collar,married,primary,no,2832.0,yes,no,cellular,apr,122,4,238,12,no
34628,37,blue-collar,single,secondary,no,2390.0,yes,no,cellular,apr,20,2,335,12,no
34629,34,services,married,secondary,no,409.0,yes,no,cellular,apr,104,4,5000,0,no
34630,39,blue-collar,married,secondary,no,621.0,yes,no,cellular,apr,1333,5,5000,0,yes
34631,35,blue-collar,married,secondary,no,731.0,yes,no,cellular,apr,179,2,5000,0,no
34632,48,admin.,divorced,secondary,no,4.0,yes,no,cellular,apr,7,5,318,10,no
34633,46,entrepreneur,married,secondary,no,131.0,yes,no,cellular,apr,69,2,5000,0,no
34634,44,management,single,secondary,no,109.0,yes,no,cellular,apr,101,4,328,3,no
34635,34,services,married,secondary,no,790.0,yes,no,cellular,apr,579,2,350,1,no
34636,36,services,married,secondary,no,924.0,yes,yes,cellular,apr,173,4,5000,0,no
34637,35,entrepreneur,married,tertiary,no,129.0,yes,no,cellular,apr,231,3,151,5,no
34638,38,management,married,secondary,no,336.0,yes,no,cellular,apr,259,3,5000,0,no
34639,46,technician,married,secondary,no,605.0,yes,no,cellular,apr,780,2,5000,0,no
34640,47,services,married,secondary,no,306.0,yes,no,cellular,apr,20,2,5000,0,no
34641,34,management,married,tertiary,no,577.0,yes,no,cellular,apr,243,2,153,1,no
34642,29,services,married,secondary,no,0.0,yes,yes,cellular,apr,204,3,5000,0,no
34643,29,blue-collar,married,secondary,no,3007.0,yes,no,cellular,apr,19,5,5000,0,no
34644,45,technician,married,primary,no,-63.0,yes,no,cellular,apr,847,5,5000,0,no
34645,33,technician,single,secondary,no,641.0,yes,yes,cellular,apr,242,3,5000,0,no
34646,44,services,married,secondary,no,634.0,yes,no,cellular,apr,226,2,5000,0,no
34647,48,admin.,single,secondary,no,-874.0,yes,no,cellular,apr,243,2,151,7,no
34648,28,technician,single,tertiary,no,230.0,yes,no,cellular,apr,505,3,5000,0,no
34649,33,admin.,married,secondary,no,1158.0,yes,no,cellular,apr,25,2,5000,0,no
34650,38,services,divorced,primary,no,0.0,yes,no,cellular,apr,355,3,151,3,no
34651,41,blue-collar,married,secondary,no,1384.0,yes,no,cellular,apr,106,4,340,4,no
34652,35,technician,married,secondary,no,257.0,yes,yes,cellular,apr,307,4,5000,0,no
34653,29,blue-collar,married,secondary,no,457.0,yes,no,cellular,apr,72,3,341,1,no
34654,47,admin.,married,secondary,no,1265.0,yes,yes,cellular,apr,250,2,5000,0,no
34655,33,admin.,single,secondary,no,1590.0,yes,no,cellular,apr,18,4,334,1,no
34656,38,management,single,tertiary,no,7303.0,yes,no,cellular,apr,164,6,5000,0,no
34657,52,admin.,divorced,secondary,no,725.0,yes,no,cellular,apr,57,3,325,1,no
34658,29,admin.,married,primary,no,131.0,yes,no,cellular,apr,353,4,5000,0,no
34659,33,blue-collar,single,secondary,no,2202.0,yes,no,cellular,apr,372,2,5000,0,no
34660,33,technician,married,secondary,no,6947.0,yes,no,cellular,apr,250,2,5000,0,no
34661,37,management,divorced,secondary,no,1448.0,yes,no,cellular,apr,196,2,283,2,no
34662,33,admin.,divorced,tertiary,no,1586.0,no,no,cellular,apr,39,4,5000,0,no
34663,36,entrepreneur,married,tertiary,no,-502.0,yes,no,cellular,apr,22,4,5000,0,no
34664,50,blue-collar,married,primary,no,3924.0,yes,no,cellular,apr,122,2,5000,0,no
34665,35,blue-collar,married,secondary,no,1454.0,yes,no,telephone,apr,19,6,5000,0,no
34666,37,services,married,secondary,no,47.0,yes,no,cellular,apr,554,3,5000,0,no
34667,34,services,married,secondary,no,305.0,yes,no,cellular,apr,212,2,5000,0,no
34668,43,blue-collar,married,secondary,no,514.0,yes,yes,cellular,apr,34,2,5000,0,no
34669,35,blue-collar,married,secondary,no,407.0,yes,no,cellular,apr,12,6,5000,0,no
34670,42,management,married,tertiary,no,1686.0,yes,yes,cellular,apr,522,4,5000,0,no
34671,32,management,married,tertiary,no,268.0,yes,yes,cellular,apr,106,3,5000,0,no
34672,26,student,single,tertiary,no,5169.0,yes,no,cellular,apr,639,2,5000,0,no
34673,37,blue-collar,married,secondary,no,-129.0,yes,no,cellular,apr,123,4,328,1,no
34674,34,services,married,secondary,no,1553.0,yes,no,cellular,apr,6,6,328,8,no
34675,27,blue-collar,single,primary,no,497.0,yes,no,cellular,apr,255,2,272,1,no
34676,36,self-employed,single,secondary,no,245.0,yes,no,cellular,apr,8,2,5000,0,no
34677,34,management,single,tertiary,no,151.0,yes,no,cellular,apr,7,4,5000,0,no
34678,40,blue-collar,married,primary,no,2129.0,yes,no,cellular,apr,1156,3,5000,0,no
34679,38,technician,married,tertiary,no,472.0,yes,no,cellular,apr,178,5,326,3,no
34680,58,management,married,secondary,no,1112.0,yes,no,telephone,apr,21,3,5000,0,no
34681,38,services,married,secondary,no,2669.0,yes,no,cellular,apr,208,2,5000,0,no
34682,55,admin.,single,secondary,no,2359.0,yes,no,telephone,apr,43,3,5000,0,no
34683,32,blue-collar,married,secondary,no,419.0,yes,no,cellular,apr,122,3,325,2,no
34684,35,technician,married,secondary,no,1364.0,yes,yes,cellular,apr,25,2,5000,0,no
34685,39,blue-collar,married,primary,no,143.0,yes,no,cellular,apr,6,2,348,1,no
34686,38,management,single,tertiary,no,8669.0,yes,no,telephone,apr,5,3,150,6,no
34687,28,blue-collar,married,primary,no,254.0,yes,no,cellular,apr,149,2,5000,0,no
34688,34,technician,married,secondary,no,4248.0,yes,no,cellular,apr,627,5,5000,0,no
34689,24,student,single,secondary,no,597.0,yes,no,cellular,apr,943,3,5000,0,yes
34690,36,blue-collar,single,secondary,no,459.0,yes,yes,cellular,apr,305,2,5000,0,no
34691,35,technician,single,secondary,no,966.0,no,no,cellular,apr,71,2,5000,0,no
34692,37,blue-collar,divorced,secondary,no,0.0,yes,no,cellular,apr,146,4,5000,0,yes
34693,35,management,single,tertiary,no,1750.0,yes,no,cellular,apr,333,3,5000,0,yes
34694,26,student,single,tertiary,no,10086.0,no,no,cellular,apr,110,2,5000,0,yes
34695,57,management,married,primary,no,6900.0,no,no,cellular,apr,159,2,5000,0,no
34696,30,technician,single,tertiary,no,411.0,no,no,cellular,apr,142,1,5000,0,no
34697,27,admin.,single,tertiary,no,832.0,no,no,cellular,apr,336,1,5000,0,no
34698,29,technician,single,secondary,no,3466.0,no,no,cellular,apr,274,1,5000,0,yes
34699,63,retired,married,secondary,no,2193.0,no,no,telephone,apr,1348,4,5000,0,yes
34700,95,retired,divorced,primary,no,2282.0,no,no,telephone,apr,207,17,5000,0,yes
34701,65,retired,married,tertiary,no,1973.0,no,no,telephone,apr,396,3,5000,0,yes
34702,37,admin.,married,secondary,no,749.0,no,no,cellular,apr,219,1,5000,0,no
34703,55,blue-collar,married,primary,no,3873.0,no,no,telephone,apr,222,1,5000,0,no
34704,59,technician,married,secondary,no,10925.0,no,no,cellular,apr,100,1,5000,0,yes
34705,35,management,single,tertiary,no,704.0,no,no,cellular,apr,164,1,5000,0,yes
34706,32,management,single,tertiary,no,462.0,no,no,cellular,apr,252,1,5000,0,no
34707,74,retired,married,secondary,no,9480.0,no,no,cellular,apr,211,1,5000,0,yes
34708,56,unemployed,married,primary,no,3391.0,no,no,cellular,apr,243,1,5000,0,yes
34709,58,admin.,married,secondary,no,310.0,yes,yes,cellular,apr,75,1,5000,0,no
34710,34,services,married,secondary,no,0.0,yes,no,cellular,apr,95,1,5000,0,no
34711,71,retired,married,tertiary,no,1486.0,no,no,telephone,apr,110,3,5000,0,no
34712,37,management,married,tertiary,no,585.0,yes,no,cellular,apr,47,2,5000,0,no
34713,59,retired,married,secondary,no,1080.0,no,no,cellular,apr,645,2,5000,0,no
34714,26,student,single,tertiary,no,1134.0,no,no,cellular,apr,464,4,5000,0,yes
34715,46,management,divorced,tertiary,no,4629.0,no,no,cellular,apr,446,1,5000,0,no
34716,30,blue-collar,single,secondary,no,6281.0,no,no,cellular,apr,149,2,5000,0,yes
34717,29,self-employed,married,secondary,no,123.0,no,yes,cellular,apr,158,2,181,1,yes
34718,67,retired,single,tertiary,no,2144.0,no,no,telephone,apr,847,2,5000,0,yes
34719,31,management,single,tertiary,no,354.0,no,no,cellular,apr,242,2,5000,0,yes
34720,78,retired,married,primary,no,8556.0,no,no,telephone,apr,137,2,5000,0,yes
34721,45,blue-collar,divorced,secondary,no,0.0,no,no,cellular,apr,278,3,5000,0,yes
34722,29,blue-collar,single,secondary,no,2.0,yes,yes,cellular,apr,379,5,5000,0,yes
34723,39,admin.,married,tertiary,no,1108.0,no,no,cellular,apr,204,1,5000,0,yes
34724,45,management,married,tertiary,no,212.0,no,no,cellular,apr,65,2,5000,0,yes
34725,37,management,married,tertiary,no,4174.0,no,no,cellular,apr,183,5,5000,0,no
34726,63,admin.,married,secondary,no,-40.0,no,no,cellular,apr,99,3,5000,0,no
34727,30,student,single,primary,no,1527.0,no,no,telephone,apr,94,7,5000,0,no
34728,39,admin.,single,secondary,no,720.0,yes,no,telephone,apr,154,8,14,5,no
34729,44,technician,single,secondary,no,509.0,no,no,cellular,apr,71,7,5000,0,no
34730,71,retired,divorced,tertiary,no,780.0,no,no,telephone,apr,220,1,5000,0,no
34731,29,management,married,tertiary,no,482.0,no,no,cellular,apr,79,1,5000,0,no
34732,66,blue-collar,married,primary,no,2552.0,no,no,telephone,apr,186,4,5000,0,no
34733,31,management,married,tertiary,no,2984.0,no,no,cellular,apr,343,5,5000,0,no
34734,45,technician,married,tertiary,no,5110.0,no,no,cellular,apr,341,2,5000,0,yes
34735,32,management,single,tertiary,no,10281.0,no,no,cellular,apr,400,1,5000,0,yes
34736,36,student,single,secondary,no,17.0,no,no,cellular,apr,621,1,5000,0,yes
34737,41,blue-collar,single,secondary,no,942.0,no,no,cellular,apr,219,1,5000,0,yes
34738,38,technician,married,secondary,no,0.0,yes,no,cellular,apr,315,1,5000,0,yes
34739,34,management,married,tertiary,no,136.0,yes,no,cellular,apr,156,1,5000,0,no
34740,41,management,divorced,tertiary,no,1757.0,no,no,cellular,apr,314,1,239,13,yes
34741,64,technician,married,tertiary,no,826.0,no,no,telephone,apr,101,1,5000,0,no
34742,64,management,married,tertiary,no,679.0,no,no,telephone,apr,135,3,5000,0,no
34743,32,technician,single,tertiary,no,5514.0,no,no,cellular,apr,319,1,182,1,yes
34744,69,housemaid,married,primary,no,1080.0,no,no,cellular,apr,164,2,5000,0,no
34745,33,admin.,married,tertiary,no,882.0,no,no,cellular,apr,104,1,183,4,yes
34746,39,services,married,secondary,no,1442.0,no,no,cellular,apr,70,3,5000,0,no
34747,30,services,married,tertiary,no,81.0,no,no,cellular,apr,145,1,5000,0,yes
34748,65,retired,married,primary,no,276.0,no,no,cellular,apr,229,1,5000,0,yes
34749,45,admin.,divorced,primary,no,429.0,yes,no,cellular,apr,147,1,181,1,yes
34750,42,self-employed,married,tertiary,no,10072.0,no,no,cellular,apr,102,1,5000,0,no
34751,66,retired,married,tertiary,no,2262.0,no,no,cellular,apr,155,1,5000,0,no
34752,75,retired,married,tertiary,no,2991.0,no,no,cellular,apr,240,1,5000,0,yes
34753,75,admin.,married,secondary,no,1093.0,no,no,cellular,apr,369,1,5000,0,no
34754,65,management,divorced,tertiary,no,90.0,yes,no,cellular,apr,416,1,5000,0,yes
34755,53,management,married,tertiary,no,3754.0,no,no,cellular,apr,307,1,278,2,yes
34756,40,management,married,primary,no,395.0,yes,no,cellular,apr,232,4,5000,0,yes
34757,69,retired,divorced,tertiary,no,247.0,no,no,cellular,apr,138,2,5000,0,yes
34758,27,blue-collar,single,secondary,no,3792.0,no,no,cellular,apr,279,2,5000,0,yes
34759,52,admin.,married,secondary,no,0.0,no,no,cellular,apr,91,2,275,1,no
34760,31,admin.,single,tertiary,no,676.0,yes,no,cellular,apr,124,2,343,2,yes
34761,25,student,single,secondary,no,8.0,no,no,cellular,apr,107,2,5000,0,yes
34762,34,management,married,tertiary,no,0.0,no,no,cellular,apr,176,1,5000,0,no
34763,30,admin.,single,secondary,no,40.0,no,no,cellular,apr,382,2,5000,0,no
34764,31,self-employed,single,tertiary,no,1734.0,no,no,cellular,apr,116,4,5000,0,no
34765,37,technician,married,secondary,no,0.0,yes,no,cellular,apr,1288,3,5000,0,yes
34766,32,management,single,tertiary,no,2069.0,no,no,cellular,apr,545,1,5000,0,yes
34767,82,retired,married,secondary,no,211.0,no,no,telephone,apr,195,3,5000,0,no
34768,53,retired,married,secondary,no,665.0,yes,no,cellular,apr,371,2,5000,0,yes
34769,45,management,married,tertiary,no,506.0,no,no,cellular,apr,229,2,5000,0,yes
34770,45,unemployed,married,secondary,no,383.0,no,no,cellular,apr,293,1,5000,0,no
34771,35,management,married,tertiary,no,8.0,no,no,cellular,apr,93,3,5000,0,yes
34772,53,admin.,single,secondary,no,1958.0,no,no,telephone,apr,164,4,5000,0,no
34773,32,blue-collar,single,secondary,no,228.0,no,no,telephone,apr,67,3,5000,0,no
34774,52,management,married,secondary,no,5193.0,no,no,cellular,apr,477,2,5000,0,no
34775,19,student,single,primary,no,1247.0,no,no,cellular,apr,94,1,5000,0,no
34776,74,retired,married,primary,no,670.0,no,no,cellular,apr,266,5,5000,0,yes
34777,37,management,married,tertiary,no,0.0,yes,no,cellular,apr,242,5,153,7,yes
34778,81,retired,married,primary,no,122.0,no,no,telephone,apr,201,1,5000,0,no
34779,29,self-employed,married,tertiary,no,246.0,no,no,cellular,apr,90,14,5000,0,no
34780,59,blue-collar,married,primary,no,1939.0,no,no,cellular,apr,172,1,5000,0,yes
34781,76,management,married,secondary,no,1780.0,yes,no,telephone,apr,413,3,5000,0,yes
34782,39,admin.,married,tertiary,no,722.0,no,no,telephone,apr,141,1,5000,0,no
34783,22,admin.,single,secondary,no,61.0,no,no,cellular,apr,117,1,5000,0,no
34784,25,blue-collar,single,secondary,no,0.0,no,no,cellular,apr,163,1,5000,0,yes
34785,62,unemployed,married,secondary,no,1625.0,no,no,telephone,apr,155,1,5000,0,no
34786,27,services,single,secondary,no,955.0,no,no,cellular,apr,206,1,5000,0,yes
